"Sub-Sector","Super Region","Sub-Sector Level 2","Sector","Sub-Sector Level 3","Time Level","Unit","Source","Super Region","Value","Date Value","Period Value"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","429.130","2015-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","425.850","2015-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","424.810","2015-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","438.810","2015-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","448.960","2015-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","452.710","2015-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","443.200","2015-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","415.310","2015-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","389.210","2015-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","360.870","2014-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","356.730","2014-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","351.720","2014-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","332.160","2014-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","331.080","2014-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","338.740","2014-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","354.310","2014-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","365.460","2014-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","365.340","2014-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","354.990","2014-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","345.270","2014-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","336.240","2014-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","327.190","2013-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","344.170","2013-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","352.600","2013-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","344.020","2013-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","337.130","2013-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","339.390","2013-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","348.810","2013-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","363.300","2013-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","367.560","2013-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","364.620","2013-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","356.800","2013-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","349.290","2013-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","337.800","2012-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","352.410","2012-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","349.530","2012-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","343.340","2012-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","336.390","2012-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","346.680","2012-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","362.150","2012-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","363.760","2012-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","357.050","2012-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","347.610","2012-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","322.880","2012-02-29","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","317.880","2012-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","308.220","2011-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","314.600","2011-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","314.920","2011-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","308.250","2011-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","324.820","2011-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","324.290","2011-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","333.700","2011-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","346.070","2011-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","344.410","2011-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","338.420","2011-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","326.810","2011-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","323.460","2011-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","312.080","2010-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","331.440","2010-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","346.830","2010-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","342.320","2010-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","338.720","2010-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","337.020","2010-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","344.990","2010-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","341.280","2010-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","342.640","2010-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","338.440","2010-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","322.380","2010-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","316.100","2010-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","307.140","2009-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","318.850","2009-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","314.410","2009-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","317.070","2009-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","317.550","2009-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","327.210","2009-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","328.660","2009-06-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","341.110","2009-05-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","352.170","2009-04-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","348.430","2009-03-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","339.290","2009-02-28","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","333.150","2009-01-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","308.250","2008-12-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","304.010","2008-11-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","295.160","2008-10-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","286.460","2008-09-30","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","285.010","2008-08-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","277.850","2008-07-31","m"
"SHORT-TERM ENERGY OUTLOOK","GLOBAL DATA","UNITED STATES","ENERGY, OIL & GAS","CRUDE OIL INVENTORY (EXCLUDING SPR)","MONTHLY","MILLION BARRELS, END-OF-PERIOD","U.S.ENERGY INFORMATION ADMINISTRATION","GLOBAL DATA","278.250","2008-06-30","m"
